observationid,mediaid,vote,content,classid,family,genus,species,author,date,location,latitude,longitude,yearinclef,observationid2014,imageid2014,learntag
29520,91822,3.5,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,julien champ,2013-5-25,Montpellier,,,PlantCLEF2014,3271.0,10832.0,Train
34354,101924,5.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,julien barataud,2008-3-27,Fabrègues,,,PlantCLEF2014,234.0,6861.0,Train
37384,16945,4.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,paul fabre,2010-3-20,Lauret,,,PlantCLEF2014,16134.0,27609.0,Train
3231,71620,3.0,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,maze,2013-4-30,Pralognan-la-Vanoise,45.37467,6.7175,PlantCLEF2014,11654.0,10958.0,Train
13572,37348,4.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,genevieve botti,2012-6-8,Marseille,,,PlantCLEF2014,6009.0,38519.0,Train
5690,109974,4.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,jean-jacques houdre,2013-10-31,Candé-sur-Beuvron,47.5189,1.29383,PlantCLEF2014,4458.0,43688.0,Train
23179,75914,4.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,herve goeau,2013-4-1,Meyssiès,48.84187,2.22709,PlantCLEF2014,12281.0,42948.0,Train
36459,34071,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,bernard ginesy,2011-3-5,Marseille,,,PlantCLEF2014,14805.0,11951.0,Train
14384,109698,3.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,florent beck,2011-8-12,Saint-Sulpice-les-Feuilles,46.31868,1.36792,PlantCLEF2014,18237.0,25391.0,Train
40799,34511,4.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,emmanuel stratmains,2013-8-3,Mézières-sur-Ponthouin,48.19164,0.29336999999999996,PlantCLEF2014,4925.0,2014.0,Train
38297,95953,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,yannick durand,2014-6-22,Mont-Dore,45.568490000000004,2.8096099999999997,PlantCLEF2015,,,Train
2225,93016,4.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,herve goeau,2013-3-27,Sainte-Geneviève-des-Bois,48.8567,2.2410400000000004,PlantCLEF2014,13470.0,36945.0,Train
38615,914,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,pierre bonnet,2013-5-1,Villeneuve-lès-Maguelone,,,PlantCLEF2014,16939.0,41052.0,Train
10208,21218,4.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,alain bigou,2014-8-6,Artigues,42.676320000000004,2.03132,PlantCLEF2015,,,Train
36706,51791,3.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,paul fabre,2013-7-18,Malons-et-Elze,44.42862,4.01017,PlantCLEF2014,11447.0,10470.0,Train
30718,49143,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,jean-luc gorremans,2010-6-5,Athis-Mons,48.71022,2.3945,PlantCLEF2014,3786.0,560.0,Train
9369,22100,4.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,paul fabre,2010-4-29,Clapiers,43.66087,3.87055,ImageCLEF2013,3043.0,12814.0,Train
35395,102859,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,mathieu menand,2008-5-31,Viala-du-Pas-de-Jaux,,,PlantCLEF2014,16007.0,51511.0,Train
1769,109139,4.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,thierry pernot,1800-1-1,,,,PlantCLEF2014,18127.0,30583.0,Train
9052,11780,4.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,bertrand bui,2012-4-5,Septèmes-les-Vallons,43.39967,5.34849,PlantCLEF2014,9834.0,4277.0,Train
4863,30420,1.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,liliane roubaudi,2004-3-17,Tunisie,,,PlantCLEF2014,14237.0,13627.0,Train
6885,24236,3.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Unknown129,2013-4-16,Fondettes,47.422670000000004,0.5785,PlantCLEF2014,11183.0,991.0,Train
30542,62262,4.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,7007.0,22615.0,Train
9384,38093,4.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,6127.0,10195.0,Train
36054,39465,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,gregoire duche,2009-5-20,Lauret,,,ImageCLEF2013,7651.0,49406.0,Train
24018,21353,3.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,daniel mathieu,2007-5-12,Saint-Martin-de-l'Arçon,,,PlantCLEF2014,6787.0,45786.0,Train
32389,1688,5.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,mathieu menand,2007-3-24,Mons,,,PlantCLEF2014,16454.0,19480.0,Train
12580,23262,4.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,raymond hallot,2012-5-13,Les Essarts-le-Roi,48.7201,1.92291,ImageCLEF2013,8452.0,43470.0,Train
39027,44621,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,paul fabre,2010-5-25,Saint-Pierre-Saint-Jean,44.44722,4.0970699999999995,ImageCLEF2013,2667.0,44556.0,Train
16473,81367,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-24,Montpellier,43.5965,3.90217,PlantCLEF2014,17176.0,28420.0,Train
35001,111086,5.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,9423.0,30327.0,Train
5585,54165,4.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,annick larbouillat,2002-3-17,Roissy-en-Brie,48.78433,2.6678,ImageCLEF2013,2167.0,14283.0,Train
11829,58403,2.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,martin legaye,2014-4-18,Lussan,44.15432,4.36399,PlantCLEF2015,,,Train
39024,30241,2.0,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,guillaume blondeau,2013-4-7,Riom,45.86717,3.10817,PlantCLEF2014,4669.0,54516.0,Train
17594,38319,4.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,ruiz,2013-3-15,Montcaret,44.8615,0.05583,PlantCLEF2014,2842.0,25721.0,Train
15786,26800,3.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,Unknown649,2013-5-18,Vidauban,43.412690000000005,6.38882,PlantCLEF2014,102.0,35193.0,Train
14965,30531,4.5,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,jacques marechal,2013-3-22,La Chapelle-Saint-Mesmin,47.876020000000004,1.81097,PlantCLEF2014,14770.0,38063.0,Train
41113,95298,3.0,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,herve goeau,2013-9-5,Paris,48.863659999999996,2.30421,PlantCLEF2014,12259.0,44485.0,Train
20876,29073,4.0,Flower,4369,Primulaceae,Primula,Primula veris L.,emmanuel stratmains,2013-3-31,Coulaines,48.038340000000005,0.21541,PlantCLEF2014,3808.0,35341.0,Train
36172,63181,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,jean-jacques houdre,2012-5-13,Meyrueis,44.19194,3.42,ImageCLEF2013,14741.0,52186.0,Train
38986,75228,3.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2014-12-20,Narbonne,,,PlantCLEF2015,,,Train
26616,22581,3.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,julien barataud,2007-7-8,Nohèdes,,,ImageCLEF2013,17095.0,44897.0,Train
41595,63717,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,jean-francois molino,2014-5-1,Roqueredonde,43.7718,3.23241,PlantCLEF2015,,,Train
3045,105505,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,bertrand bui,2009-4-17,Châteauneuf-les-Martigues,43.41205,5.23496,PlantCLEF2014,4945.0,7817.0,Train
17805,10124,3.0,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,jame lagarrigue,2011-4-30,Saint-Germain-de-Calberte,,,ImageCLEF2013,6365.0,35828.0,Train
23412,104182,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,paul fabre,2010-4-29,Clapiers,43.66087,3.87055,PlantCLEF2014,6532.0,10116.0,Train
14111,41157,3.5,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,laetitia goeau,2013-3-16,Sainte-Geneviève-des-Bois,48.64667,2.31733,PlantCLEF2014,1450.0,36711.0,Train
36462,76660,2.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,franck ducasse,2013-6-13,Bonnac,43.1793,1.60074,PlantCLEF2014,4413.0,23799.0,Train
19892,2679,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733.0,11823.0,Train
8572,31914,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,julien barataud,2006-6-12,Sauviat-sur-Vige,,,ImageCLEF2013,1602.0,14313.0,Train
24536,70211,3.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,marie portas,2011-4-3,Marseille,43.210679999999996,5.50346,PlantCLEF2015,,,Train
41109,6109,3.0,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,thierry pernot,1800-1-1,,,,PlantCLEF2014,7459.0,10440.0,Train
20004,23849,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,christophe girod,2006-6-10,Moloy (Combe de Bellefontaine),,,PlantCLEF2014,3505.0,13450.0,Train
39237,13653,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,menkorn,2013-6-17,Igny,48.74626,2.22305,PlantCLEF2014,6886.0,45912.0,Train
38681,3442,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-22,Montpellier,43.598,3.90067,PlantCLEF2014,9010.0,27403.0,Train
4516,5566,4.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,geraldine lett,2014-3-16,Clapiers,43.66363,3.8976300000000004,PlantCLEF2015,,,Train
15378,69936,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,pierre bonnet,2013-6-20,Montpellier,43.59599,3.9011099999999996,PlantCLEF2014,14068.0,10623.0,Train
36886,60275,4.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,208.0,4627.0,Train
8053,27282,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,dominique remaud,2014-5-3,Saint-Martin-la-Garenne,49.04083,1.69055,PlantCLEF2015,,,Train
8806,91941,4.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,remy gentner,2013-5-25,Singrist,48.65979,7.3912,PlantCLEF2014,14491.0,16816.0,Train
41776,16225,2.5,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,pierre bonnet,2013-6-3,,,,PlantCLEF2014,4368.0,31204.0,Train
12958,111335,4.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,andre merle,2012-5-24,Limonest,,,PlantCLEF2014,18161.0,57917.0,Train
4042,97347,2.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,jean-pascal milcent,2011-4-26,Durfort-et-Saint-Martin-de-Sossenac,43.9736,3.9805599999999997,PlantCLEF2014,17150.0,42293.0,Train
19983,96468,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-20,Montpellier,43.59599,3.9011099999999996,PlantCLEF2014,15472.0,44540.0,Train
19929,30454,2.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,martine benezech,2013-5-15,Juvignac,43.62849,3.7978199999999998,PlantCLEF2014,18013.0,46612.0,Train
24020,2980,5.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,thierry pernot,1800-1-1,,,,PlantCLEF2014,13632.0,56695.0,Train
22755,89599,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,genevieve botti,2013-4-11,Marseille,43.25033,5.45183,PlantCLEF2014,5306.0,29409.0,Train
32770,106353,3.0,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,herve goeau,2013-5-11,Lacanau,48.8567,2.2410400000000004,PlantCLEF2014,16315.0,58330.0,Train
27969,60591,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,samuel dufour-kowalski,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.380919999999996,PlantCLEF2015,,,Train
11258,50418,3.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,alain bigou,2005-7-8,Loudenvielle,,,ImageCLEF2013,16472.0,5938.0,Train
17799,77088,5.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,renaud raffier,2013-6-8,Aillon-le-Jeune,45.609559999999995,6.11123,PlantCLEF2014,6518.0,52503.0,Train
38297,112291,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,yannick durand,2014-6-22,Mont-Dore,45.568490000000004,2.8096099999999997,PlantCLEF2015,,,Train
19645,87417,3.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,michel lopez,2011-5-18,Rueil-Malmaison,48.86833,2.19308,ImageCLEF2013,7202.0,24004.0,Train
20129,97591,3.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,annick larbouillat,2007-4-23,Gigean,43.4916,3.7227300000000003,ImageCLEF2013,18691.0,7955.0,Train
19867,52372,4.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,annick larbouillat,2004-7-24,Roissy-en-Brie,,,ImageCLEF2013,12305.0,45134.0,Train
22100,7621,3.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,laurent chauvel,1800-1-1,,,,PlantCLEF2015,,,Train
32606,74205,3.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,marie portas,2011-6-30,Entraunes,44.18882,6.7487,ImageCLEF2013,18314.0,31530.0,Train
36820,55961,4.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,samantha bazan,2013-5-9,Salles-sur-l'Hers,,,PlantCLEF2014,2204.0,9006.0,Train
24795,43109,4.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,jean-claude echardour,2010-5-29,Saffré,47.496359999999996,-1.59218,PlantCLEF2014,14552.0,43403.0,Train
36803,9157,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,paul fabre,2010-5-13,La Couvertoirade,43.844429999999996,3.2698099999999997,PlantCLEF2015,,,Train
27744,22831,4.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,liliane roubaudi,2008-6-6,Gresse en Vercors,,,PlantCLEF2014,4596.0,9758.0,Train
8808,7464,5.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,liliane roubaudi,2013-5-30,Agde,,,PlantCLEF2014,15210.0,44414.0,Train
23651,109315,4.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,hugues tinguy,2012-7-29,Schirmeck,,,PlantCLEF2014,1774.0,31841.0,Train
37384,15237,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,paul fabre,2010-3-20,Lauret,,,PlantCLEF2014,16134.0,28672.0,Train
3279,11755,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,genevieve botti,2014-3-31,Marseille,,,PlantCLEF2015,,,Train
10586,77297,3.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,daniel barthelemy,2011-4-11,"JB, Marymurta, ESP",,,ImageCLEF2013,3383.0,12145.0,Train
9663,7431,4.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,claude figureau,2004-5-22,Bec de Vienne,,,PlantCLEF2014,16379.0,38256.0,Train
35824,38177,3.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,daniel mathieu,2011-3-20,Sauveterre,44.03202,4.78739,ImageCLEF2013,12905.0,31184.0,Train
26401,47625,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,jean-jacques houdre,2010-4-24,La Mothe-Achard,,,ImageCLEF2013,3343.0,34720.0,Train
41562,82300,3.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,augustin roche,2002-6-15,Gratot,49.063,-1.473,PlantCLEF2014,10428.0,51657.0,Train
21413,7851,3.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,christophe girod,2003-3-2,Montpellier (Campus de La Gaillarde) (34),,,ImageCLEF2013,9434.0,21940.0,Train
35520,9256,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,genevieve botti,2013-6-5,Saint-Savinien,,,PlantCLEF2015,,,Train
32837,103887,3.0,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,hugues haeffner,2013-5-25,Lignerolles,48.599759999999996,0.5864699999999999,PlantCLEF2014,18552.0,56483.0,Train
37142,9229,3.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,guillaume fried,2013-8-14,Nant,44.053129999999996,3.3036,PlantCLEF2014,14692.0,58850.0,Train
2939,48268,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,liliane roubaudi,2012-6-17,Joué-lès-Tours,,,ImageCLEF2013,8544.0,60705.0,Train
390,39481,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,jean-pierre wisniewski,2010-6-18,Mionnay,45.89407,4.92514,PlantCLEF2014,16121.0,38937.0,Train
8541,83568,4.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,bernard andrieu,2013-6-9,La Tour-sur-Orb,43.65285,3.18015,PlantCLEF2014,1747.0,195.0,Train
2952,90198,4.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,paul fabre,2013-5-4,Prades-le-Lez,43.71125,3.8609199999999997,PlantCLEF2014,13652.0,40749.0,Train
33819,97974,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,alain bigou,2012-6-7,Puivert,42.920559999999995,2.04861,PlantCLEF2014,5904.0,29145.0,Train
39727,68137,4.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,thierry pernot,1800-1-1,,,,PlantCLEF2014,6080.0,4067.0,Train
34127,95513,3.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2013-9-24,Lespignan,,,PlantCLEF2014,15112.0,19910.0,Train
20004,94281,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,christophe girod,2006-6-10,Moloy (Combe de Bellefontaine),,,PlantCLEF2014,3505.0,26910.0,Train
4794,12925,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,cedric rousseau,2008-7-23,Saint-Saulve,50.38179,3.55105,ImageCLEF2013,14425.0,18198.0,Train
31390,84452,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,herve goeau,2013-6-5,Paris,48.84059,2.36158,PlantCLEF2014,2338.0,60367.0,Train
3087,112620,3.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,324.0,7321.0,Train
7971,55566,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2014-6-20,Montpellier,43.5986,3.90009,PlantCLEF2015,,,Train
20735,56717,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,esnault,2013-3-10,Marseille,43.272,5.446000000000001,ImageCLEF2013,1269.0,51976.0,Train
33223,13272,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,augustin roche,2005-6-19,,49.513000000000005,-1.8649799999999999,PlantCLEF2014,9819.0,45072.0,Train
13339,64107,3.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,herve goeau,2013-4-1,Meyssiès,48.84187,2.22709,PlantCLEF2014,12253.0,37438.0,Train
3087,78755,2.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,324.0,7590.0,Train
35475,10175,2.5,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Unknown642,2013-3-27,Montélimar,44.5465,4.74833,PlantCLEF2014,18532.0,19260.0,Train
15015,40355,4.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,marie portas,2013-4-18,Minerve,,,PlantCLEF2014,4787.0,60797.0,Train
33679,63230,3.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,thierry pernot,1800-1-1,,,,PlantCLEF2014,6897.0,36483.0,Train
38640,44881,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,bernard andrieu,2013-4-14,Villemagne-l'Argentière,43.62809,3.1242799999999997,PlantCLEF2014,8825.0,26503.0,Train
31390,23476,5.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,herve goeau,2013-6-5,Paris,48.84059,2.36158,PlantCLEF2014,2338.0,34740.0,Train
12641,10752,3.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,paul fabre,2013-4-21,Mazaugues,,,PlantCLEF2014,9633.0,50936.0,Train
29723,107995,5.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,jean-claude echardour,2013-8-31,Saffré,47.51917,-1.5342200000000001,PlantCLEF2014,5962.0,48879.0,Train
1916,59562,3.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,marie portas,2012-3-19,Hyères,,,ImageCLEF2013,6710.0,42025.0,Train
20030,62972,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,violaine vanpouille,2010-6-2,Saint-Georges-des-Sept-Voies,,,ImageCLEF2013,7737.0,34296.0,Train
4605,13447,5.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2014-1-5,Leucate,,,PlantCLEF2015,,,Train
33604,86863,4.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,liliane roubaudi,2014-10-16,Fécamp,,,PlantCLEF2015,,,Train
14659,16022,4.0,Flower,30491,Violaceae,Viola,Viola tricolor L.,thitsana besson,2013-4-20,Mauguio,,,PlantCLEF2014,16588.0,4233.0,Train
34127,5226,3.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2013-9-24,Lespignan,,,PlantCLEF2014,15112.0,36045.0,Train
31048,82654,2.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,antoine masseau,2011-5-18,Sainte-Marie-Kerque,50.89737,2.13769,ImageCLEF2013,16017.0,38363.0,Train
2779,19677,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,herve goeau,2013-9-21,,45.513329999999996,4.88417,PlantCLEF2014,2905.0,22526.0,Train
9123,86102,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-28,Montpellier,43.59733,3.9016699999999997,PlantCLEF2014,8866.0,478.0,Train
38615,58122,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,pierre bonnet,2013-5-1,Villeneuve-lès-Maguelone,,,PlantCLEF2014,16939.0,44885.0,Train
40440,48777,3.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,liliane roubaudi,2013-4-18,Prades-le-Lez,,,PlantCLEF2014,14673.0,2991.0,Train
6925,83432,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,genevieve botti,2013-4-21,Gémenos,43.31617,5.6163300000000005,PlantCLEF2014,9886.0,16010.0,Train
21313,45257,2.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,thierry pernot,1800-1-1,,,,PlantCLEF2014,11458.0,40610.0,Train
20387,80461,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,jean-jacques houdre,2012-5-12,Mas-Saint-Chély,44.33528,3.42694,ImageCLEF2013,4206.0,17398.0,Train
1819,35278,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,francoise negre,2009-6-14,Aspres-sur-Buëch,,,PlantCLEF2014,319.0,38278.0,Train
3146,22809,3.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,herve goeau,2013-8-17,Paris,48.836999999999996,2.44883,PlantCLEF2014,7630.0,57246.0,Train
